Age,Gender,Experience,Education,Interview Score,Test Score,Salary
32,m,13,PhD,7,10,5291.54
29,m,8,Ma,8,10,5291.29
28,m,9,PhD,9,9,5291.2
30,f,11,Ma,8,8,5291.18
29,f,10,PhD,7,8,5291.17
26,m,11,PhD,7,9,5291.03
27,f,12,PhD,8,8,5290.98
28,m,10,Ma,7,9,5290.98
28,f,9,PhD,8,9,5290.95
26,m,8,PhD,7,8,5290.86
25,f,9,PhD,7,8,5290.81
30,f,10,PhD,8,8,5290.79
29,f,13,Ma,7,8,5289.86
26,m,11,PhD,8,8,5289.7
24,f,9,PhD,8,9,5289.69
29,m,12,Ma,7,9,5289.27
25,f,11,PhD,9,9,5288.73
27,m,9,PhD,6,8,5288.59
30,f,8,PhD,7,9,5288.39
26,m,9,PhD,7,10,5288.21
26,m,9,PhD,8,10,5287.78
32,m,11,Ma,6,7,5287.71
27,m,10,PhD,8,9,5287.67
24,m,10,Ma,7,8,5287.5
24,f,13,Ma,8,8,5287.47
32,f,12,PhD,9,8,5286.93
31,m,8,PhD,7,9,5286.75
28,f,12,PhD,7,9,5286.59
32,f,10,Ma,8,9,5286.5
28,m,11,PhD,9,7,5286.46
27,f,8,Ma,6,8,5286.14
32,f,6,PhD,8,7,5286.01
27,m,14,Ma,7,8,5286.01
32,f,11,PhD,8,8,5285.92
29,m,10,PhD,8,8,5285.65
28,m,11,Ma,7,7,5285.54
33,m,11,Ma,7,8,5285.4
25,m,10,PhD,7,8,5285.19
27,m,11,Ma,9,8,5285.13
28,f,10,PhD,8,8,5285.11
27,m,8,PhD,8,9,5285.08
24,f,11,Ma,8,8,5284.87
28,f,7,PhD,7,9,5284.86
28,f,11,PhD,5,7,5284.72
27,f,12,Ma,7,10,5284.51
25,f,11,Ma,8,10,5284.28
28,f,11,PhD,6,7,5284.1
27,f,10,Ma,9,9,5284.08
28,f,8,PhD,8,8,5283.61
30,m,11,Ma,8,6,5283.6
32,m,12,Ma,7,9,5283.39
27,m,10,PhD,7,8,5283.11
31,m,11,Ma,6,8,5282.98
30,m,14,Ma,7,8,5282.97
28,f,7,PhD,8,10,5282.7
29,f,11,Ma,8,7,5282.52
32,m,12,Ma,6,9,5282.29
29,m,12,PhD,6,8,5282.27
26,m,11,PhD,8,8,5282.22
28,f,9,PhD,8,8,5281.75
28,m,12,PhD,7,8,5281.35
27,f,9,PhD,8,8,5281.35
24,f,8,PhD,8,8,5281.34
29,m,10,PhD,8,8,5280.72
26,f,13,Ma,7,9,5280.66
27,f,12,Ma,8,9,5280.49
27,f,13,Ma,7,8,5280.25
24,m,12,Ma,9,9,5280.2
27,f,8,PhD,7,7,5279.93
26,m,11,Ma,8,9,5279.87
27,m,12,PhD,7,9,5279.6
29,f,10,Ma,7,8,5279.58
25,m,12,Ma,7,9,5279.57
29,f,12,PhD,7,8,5279.56
28,m,11,PhD,9,8,5279.54
23,f,12,Ma,7,8,5279.28
28,m,9,PhD,6,9,5279.01
34,f,10,Ma,7,8,5278.39
31,m,10,PhD,6,8,5278.28
30,m,8,Ma,8,8,5278.22
27,f,7,PhD,8,9,5278.22
24,m,9,PhD,7,10,5278.19
28,f,10,PhD,6,6,5278.05
24,m,10,Ma,7,8,5278.03
24,f,9,PhD,7,8,5278.02
26,f,13,PhD,7,8,5277.84
26,f,7,PhD,6,7,5277.79
27,f,12,PhD,7,8,5277.57
23,m,12,PhD,8,8,5277.56
23,m,9,PhD,7,8,5277.34
26,f,12,PhD,8,8,5277.28
26,f,10,Ma,9,8,5276.86
27,m,9,PhD,8,9,5276.68
26,m,11,PhD,5,7,5276.34
25,m,6,PhD,7,8,5276.01
30,m,8,PhD,7,9,5276.01
26,f,11,PhD,9,9,5275.94
28,m,10,Ma,8,10,5275.9
26,m,9,PhD,6,7,5275.83
23,f,13,Ma,7,9,5275.7
26,m,10,Ma,7,8,5275.56
29,f,9,PhD,7,9,5275.5
25,f,10,Ma,8,9,5275.33
30,m,10,PhD,7,9,5275.13
23,m,9,Ma,8,7,5275.09
23,f,10,PhD,7,8,5274.92
28,f,11,Ma,6,8,5274.73
30,m,11,PhD,7,7,5274.54
22,m,10,PhD,8,9,5274.49
28,m,8,Ma,7,10,5274.04
27,f,11,PhD,6,8,5273.9
28,m,9,PhD,9,9,5273.8
29,f,10,PhD,9,8,5273.71
25,m,10,PhD,8,9,5273.47
27,f,12,PhD,8,9,5273.24
26,m,10,PhD,7,8,5272.77
26,m,11,PhD,7,8,5272.73
27,f,11,PhD,6,8,5272.63
28,f,11,Ma,8,7,5272.6
25,m,12,Ma,8,9,5272.53
20,f,13,PhD,8,9,5272.35
25,m,9,Ma,7,9,5272.32
27,m,10,Ma,8,9,5272.19
35,f,10,Ma,9,8,5272.15
31,m,9,PhD,9,7,5272.08
26,m,11,PhD,8,8,5272.03
30,f,10,PhD,8,7,5271.85
29,f,11,PhD,8,7,5271.51
28,m,10,PhD,8,9,5271.44
35,f,8,PhD,7,9,5270.88
22,f,7,PhD,9,9,5270.78
27,f,11,PhD,7,8,5270.69
28,m,10,Ma,9,8,5270.65
31,m,11,PhD,8,10,5269.48
29,m,10,PhD,8,10,5269.34
21,m,11,Ma,9,8,5269.33
27,m,11,Ma,8,10,5269.18
24,f,10,PhD,8,9,5269.15
28,f,11,Ma,7,7,5269.12
27,f,11,PhD,6,7,5268.34
26,f,12,PhD,6,8,5268.15
29,m,12,Ma,6,9,5267.8
27,m,12,PhD,8,8,5267.72
27,m,12,Ma,7,9,5267.71
26,f,10,PhD,7,9,5267.64
26,m,11,PhD,7,8,5267.35
27,f,10,PhD,7,9,5267.35
28,f,8,PhD,7,9,5267.24
26,m,11,Ma,8,6,5267.04
22,f,11,Ma,6,7,5267.01
30,m,11,PhD,7,7,5266.85
28,f,10,PhD,7,8,5266.85
25,m,13,PhD,8,7,5266.81
32,m,11,PhD,9,7,5266.55
28,f,9,PhD,7,9,5266.29
32,m,12,PhD,7,10,5266.28
26,f,9,PhD,9,10,5266.17
27,m,10,PhD,9,8,5266
29,m,9,Ma,7,7,5265.14
28,m,11,PhD,7,8,5264.99
30,m,11,Ma,8,9,5264.87
27,f,12,Ma,6,9,5264.83
32,f,8,PhD,8,8,5264.48
23,m,10,PhD,7,7,5264.33
28,f,9,PhD,8,8,5264.3
29,f,11,PhD,7,8,5264.25
25,m,9,PhD,8,8,5264.02
23,f,10,PhD,9,9,5263.86
28,f,10,PhD,6,6,5263.85
29,m,11,PhD,8,9,5263.63
29,m,10,PhD,7,9,5263.57
26,f,8,PhD,7,9,5263.57
27,f,9,PhD,7,8,5263.55
27,f,10,PhD,8,9,5263.09
30,m,12,Ma,8,9,5262.89
31,f,8,PhD,7,8,5262.84
27,m,11,Ma,8,9,5262.84
30,f,10,PhD,8,7,5262.47
28,m,9,PhD,8,9,5262.4
31,f,13,PhD,7,8,5262.29
25,m,9,PhD,6,8,5262.18
28,m,9,PhD,7,10,5261.87
27,m,9,PhD,6,7,5261.67
27,f,9,PhD,8,7,5261.66
29,m,11,PhD,9,9,5261.43
26,m,9,PhD,8,9,5261.34
24,m,12,PhD,8,10,5261.18
25,f,8,PhD,8,8,5261.09
27,m,10,PhD,9,7,5261
24,f,11,Ma,8,7,5260.98
26,m,7,PhD,8,9,5260.98
27,m,11,PhD,7,9,5260.88
28,f,11,Ma,7,8,5260.75
21,f,11,PhD,8,8,5260.26
27,f,11,PhD,6,6,5260.12
30,m,9,Ma,7,10,5259.89
30,f,11,PhD,7,9,5259.59
29,m,13,PhD,7,8,5259.19
29,f,11,PhD,7,9,5259.03
29,m,12,Ma,6,8,5258.96
26,f,10,PhD,8,10,5258.87
30,m,11,PhD,8,9,5258.7
28,f,11,PhD,6,8,5258.32
29,f,11,PhD,7,7,5258.21
30,m,11,PhD,7,9,5258.2
32,m,11,PhD,7,9,5257.47
26,f,14,Ma,6,7,5257.27
24,m,10,PhD,8,7,5256.97
26,m,12,PhD,7,9,5256.9
25,m,9,PhD,7,9,5256.79
28,m,8,PhD,7,8,5256.7
28,f,11,Ma,8,7,5256.67
25,m,12,PhD,6,6,5256.54
29,f,11,PhD,7,10,5256.54
25,m,10,PhD,7,8,5256.48
22,f,9,PhD,9,9,5256.42
27,m,10,PhD,7,8,5256.32
29,f,10,PhD,9,9,5255.96
30,f,9,PhD,7,8,5255.66
26,f,9,PhD,9,9,5255.62
24,f,11,Ma,9,8,5255.45
24,m,11,PhD,8,10,5255.25
27,f,10,PhD,7,8,5255.2
29,f,8,PhD,5,9,5255.2
29,m,12,PhD,7,8,5255.11
24,m,12,PhD,6,8,5255.07
30,f,11,Ma,8,9,5254.89
32,m,10,PhD,7,8,5254.81
30,m,11,Ma,7,9,5254.65
29,m,8,PhD,6,7,5253.96
29,m,8,PhD,7,9,5253.86
31,m,10,PhD,8,9,5253.71
28,m,14,Ma,7,8,5253.67
26,m,12,PhD,8,10,5253.57
27,m,9,PhD,7,9,5253.39
27,f,8,Ma,8,9,5253.38
26,m,9,PhD,7,10,5253.3
29,m,11,PhD,7,9,5253.21
26,f,8,PhD,9,9,5252.35
30,m,12,PhD,7,8,5252.03
26,m,11,Ma,8,9,5251.94
31,m,12,Ma,8,9,5251.9
28,f,10,PhD,8,8,5251.47
28,m,12,PhD,9,8,5251.3
24,f,10,Ma,7,9,5251.14
25,m,14,PhD,8,9,5250.98
29,f,12,Ma,7,8,5250.87
32,m,11,Ma,8,9,5250.73
27,f,11,PhD,7,8,5250.61
32,m,10,PhD,8,9,5250.13
29,m,10,Ma,8,9,5249.75
30,f,7,PhD,7,8,5249.51
32,m,12,Ma,7,7,5249.27
28,m,12,PhD,9,9,5249.18
31,m,9,Ma,7,8,5249.06
23,f,8,PhD,7,8,5248.77
26,m,9,PhD,10,10,5248.75
29,m,10,PhD,8,9,5248.74
31,m,12,PhD,9,8,5248.57
23,f,13,Ma,7,8,5248.11
32,f,11,Ma,8,9,5248.1
28,f,11,Ma,7,9,5247.88
27,f,12,PhD,6,8,5247.86
31,m,11,PhD,9,6,5247.85
29,f,11,PhD,8,7,5247.64
28,m,11,PhD,8,9,5247.58
25,m,12,PhD,8,9,5247.43
29,f,10,PhD,8,9,5247.37
26,m,10,PhD,9,7,5247.3
28,m,9,PhD,8,8,5247.3
26,f,9,Ma,8,9,5247.11
28,m,9,PhD,7,9,5246.97
25,m,10,PhD,7,8,5246.93
28,m,10,PhD,7,8,5246.85
29,m,12,Ma,9,7,5246.79
27,f,10,Ma,7,8,5246.37
31,f,10,Ma,8,8,5246.32
29,m,8,PhD,8,8,5246.22
25,f,11,Ma,8,8,5245.79
27,m,13,Ma,6,7,5245.53
25,m,13,PhD,7,8,5245.28
27,m,11,PhD,6,6,5244.95
27,m,12,PhD,6,8,5244.73
25,f,8,PhD,6,6,5244.61
26,f,9,PhD,7,10,5244.59
26,f,9,PhD,6,9,5244.44
33,f,11,PhD,7,7,5244.34
24,f,9,PhD,7,9,5243.9
27,f,11,PhD,9,10,5243.87
28,m,12,Ma,7,8,5243.52
30,f,10,PhD,6,7,5243.26
27,m,10,PhD,8,8,5243.25
26,f,10,PhD,7,9,5243.23
29,f,11,PhD,6,8,5242.99
30,m,10,PhD,8,7,5242.91
26,f,8,PhD,7,8,5242.82
31,f,7,PhD,8,8,5242.81
29,f,9,PhD,9,8,5242.64
29,f,12,PhD,8,8,5242.63
23,m,11,PhD,7,8,5242.56
30,f,10,Ma,6,8,5241.69
27,m,7,PhD,8,7,5241.57
26,f,9,Ma,7,9,5241.47
31,m,13,Ma,8,7,5241.05
27,f,11,PhD,7,8,5240.91
28,m,11,Ma,7,10,5240.9
25,f,7,PhD,7,8,5240.58
27,m,7,Ma,8,9,5240.42
28,f,11,PhD,6,7,5240.25
24,f,12,Ma,8,9,5240.12
29,f,10,PhD,6,6,5239.96
30,m,10,PhD,8,7,5239.93
31,m,11,PhD,8,8,5239.69
25,f,12,Ma,8,9,5239.65
27,m,7,Ma,8,9,5239.54
25,m,11,PhD,6,6,5238.97
28,m,8,PhD,7,9,5238.76
26,m,10,Ma,7,10,5238.67
25,f,8,Ma,8,10,5238.37
27,m,10,PhD,7,8,5238.13
25,m,9,PhD,8,9,5237.69
29,m,10,PhD,7,8,5237.52
28,m,9,PhD,8,8,5237.5
24,f,10,PhD,8,9,5237.23
28,m,11,PhD,6,7,5237.14
24,f,10,PhD,7,7,5236.87
31,m,12,Ma,7,8,5236.73
25,m,9,Ma,9,8,5236.71
22,f,10,Ma,7,8,5236.43
31,m,7,PhD,7,9,5236.37
21,f,12,Ma,8,6,5236.26
26,m,11,PhD,7,9,5236.16
27,f,11,PhD,8,8,5236
25,f,12,Ma,7,8,5235.99
27,m,9,PhD,9,9,5235.98
28,m,12,PhD,7,8,5235.77
25,m,11,Ma,8,10,5235.61
30,f,10,PhD,7,8,5235.46
29,m,12,Ma,8,8,5235.27
31,m,11,PhD,7,7,5235.25
24,f,11,Ma,7,8,5235.13
29,m,11,PhD,8,10,5234.74
28,f,10,PhD,7,8,5234.63
30,m,11,Ma,6,7,5234.4
29,m,12,PhD,7,10,5234.3
26,f,13,Ma,7,9,5234.29
27,f,10,Ma,9,8,5233.75
26,f,9,PhD,8,8,5233.7
26,f,10,PhD,8,9,5233.63
31,f,12,PhD,8,7,5233.54
30,m,10,PhD,8,8,5233.29
30,f,10,PhD,6,8,5232.74
22,f,13,Ma,7,9,5232.74
27,m,11,PhD,8,9,5232.57
25,m,10,Ma,7,8,5232.37
28,m,10,PhD,8,7,5232.27
27,m,12,PhD,8,8,5231.85
27,m,6,PhD,8,7,5231.6
28,m,11,PhD,7,9,5231.3
29,m,14,Ma,8,10,5231.25
26,m,7,Ma,7,9,5231.22
28,m,12,PhD,7,9,5231.15
27,m,12,PhD,7,10,5230.98
27,m,12,Ma,8,8,5230.64
26,f,11,Ma,5,8,5230.52
26,m,13,Ma,7,7,5230.34
25,f,9,PhD,7,9,5230.19
24,f,11,PhD,8,8,5230.16
31,m,11,Ma,8,9,5230.04
28,m,9,Ma,8,9,5229.96
26,m,7,PhD,7,9,5229.94
30,m,13,PhD,6,7,5229.87
26,m,9,PhD,8,9,5229.5
29,m,8,PhD,7,9,5229.46
28,m,11,Ma,7,10,5228.18
25,f,13,PhD,8,7,5227.92
26,f,12,PhD,8,9,5227.78
27,m,8,PhD,8,8,5227.74
25,f,11,PhD,7,6,5227.73
25,m,9,Ma,8,10,5227.39
29,m,10,Ma,6,8,5227.32
27,m,13,Ma,8,9,5227.15
27,m,11,Ma,6,9,5226.94
26,f,11,PhD,8,10,5226.92
29,m,10,PhD,7,9,5226.9
28,f,12,PhD,8,7,5226.77
23,m,11,Ma,7,8,5226.58
28,f,10,PhD,7,10,5226.57
25,f,12,Ma,8,9,5226.55
29,m,11,Ma,6,7,5226.15
28,f,8,PhD,7,8,5226.08
27,m,12,Ma,7,8,5226.02
28,m,10,PhD,7,8,5225.88
32,m,10,PhD,6,7,5225.66
26,f,8,PhD,7,9,5225.53
29,m,11,PhD,9,9,5225.33
28,m,7,PhD,8,8,5225.16
31,f,9,PhD,7,10,5225.14
28,f,8,PhD,8,10,5224.91
28,f,10,Ma,7,9,5224.77
24,m,11,PhD,8,9,5224.7
26,m,11,PhD,7,7,5224.56
28,f,11,Ma,10,9,5224.46
30,f,8,PhD,7,9,5224.38
28,f,10,Ma,7,9,5224.26
26,m,13,Ma,8,10,5224.01
31,m,14,Ma,8,9,5223.84
24,m,10,Ma,7,8,5223.37
30,m,11,Ma,7,9,5223.18
30,f,13,Ma,8,9,5222.81
33,f,10,PhD,9,8,5222.38
30,f,10,Ma,7,8,5222.35
28,m,11,PhD,8,8,5222.31
25,f,11,PhD,8,7,5222.09
29,f,12,PhD,8,8,5221.94
26,m,9,PhD,8,8,5221.63
30,m,11,Ma,8,9,5221.54
26,m,11,PhD,7,8,5220.58
31,f,9,PhD,8,7,5220.52
27,m,13,Ma,9,8,5220.5
29,f,11,Ma,7,9,5220.47
22,f,10,PhD,8,10,5220.09
28,m,8,PhD,7,9,5219.97
26,f,12,Ma,5,8,5219.91
28,m,10,PhD,8,9,5219.83
26,f,10,Ma,6,7,5219.75
26,m,8,PhD,6,7,5219.68
30,m,8,Ma,6,9,5219.57
25,f,10,PhD,7,8,5219.47
25,f,13,PhD,6,8,5219.46
28,f,11,PhD,7,9,5219.44
28,m,10,PhD,8,9,5219.29
30,f,8,PhD,8,7,5218.66
28,m,10,Ma,6,7,5218.59
27,f,10,PhD,7,7,5218.53
30,m,11,Ma,8,7,5218.5
25,m,9,PhD,7,8,5218.45
31,f,10,Ma,8,8,5218.21
28,f,8,PhD,7,8,5218.17
29,m,12,Ma,7,9,5218.09
28,f,10,Ma,10,10,5217.88
28,f,10,PhD,8,9,5217.71
30,m,12,Ma,7,8,5217.52
29,f,10,PhD,7,10,5217.48
28,f,9,PhD,7,10,5217.18
30,f,12,Ma,8,9,5217.01
30,f,10,PhD,8,9,5217.01
23,m,12,PhD,8,8,5216.87
31,m,10,Ma,7,9,5216.44
29,m,10,Ma,6,8,5216.27
24,f,11,Ma,8,10,5216.02
24,f,13,PhD,6,8,5215.89
24,f,9,Ma,7,9,5215.75
27,f,8,PhD,8,10,5215.43
27,m,11,Ma,7,8,5215.31
27,f,11,PhD,8,8,5215.23
28,f,12,Ma,7,8,5215.15
30,m,9,PhD,7,8,5214.89
26,m,13,PhD,8,8,5214.77
28,m,10,Ma,6,8,5214.76
22,f,10,PhD,8,8,5214.57
26,m,11,PhD,7,8,5214.47
28,f,13,PhD,7,9,5214.37
26,m,9,PhD,7,9,5214.18
28,m,10,Ma,7,9,5214.01
28,f,10,Ma,9,8,5213.95
27,m,11,Ma,7,8,5213.8
26,f,9,PhD,8,9,5213.8
32,f,9,PhD,8,8,5213.76
26,f,10,Ma,7,9,5213.47
27,f,12,Ma,7,9,5213.45
24,m,9,PhD,7,9,5213.42
27,m,11,Ma,9,7,5213.33
30,m,12,PhD,8,9,5212.93
28,m,11,PhD,7,8,5212.84
26,m,7,PhD,7,9,5212.79
26,m,11,PhD,8,8,5212.53
34,f,13,PhD,9,9,5212.1
29,f,11,Ma,6,7,5212.07
26,m,10,PhD,7,8,5212.02
26,f,8,PhD,7,8,5211.98
24,f,11,PhD,8,9,5211.9
22,f,13,PhD,7,8,5211.49
26,f,8,PhD,7,8,5211.42
27,f,12,PhD,9,7,5211.31
27,f,11,Ma,7,9,5211.31
28,f,11,Ma,7,8,5211.18
25,f,9,PhD,8,9,5211.11
30,f,12,PhD,8,10,5211.1
30,f,10,PhD,8,8,5211.08
28,f,11,Ma,7,7,5211.04
27,f,12,Ma,9,9,5211.03
31,f,13,PhD,8,8,5210.99
29,m,11,Ma,8,8,5210.94
26,m,10,PhD,8,9,5210.39
26,f,9,PhD,7,8,5210.32
24,f,9,PhD,7,9,5210.26
29,f,11,PhD,7,9,5210.12
30,f,10,PhD,8,8,5209.54
24,m,10,Ma,8,8,5209.21
26,m,7,Ma,6,8,5209.1
26,m,9,PhD,8,9,5208.82
29,m,13,Ma,7,7,5208.64
25,m,10,PhD,6,7,5208.57
29,f,12,PhD,7,9,5208.54
28,m,9,Ma,7,9,5208.49
27,f,14,Ma,7,9,5208.49
27,f,8,Ma,6,8,5208.42
24,f,14,Ma,8,9,5208.42
26,m,10,PhD,5,7,5208.1
27,m,8,PhD,8,9,5207.92
26,m,11,PhD,7,10,5207.89
26,m,11,Ma,8,9,5207.54
25,m,11,PhD,6,7,5207.38
28,m,9,PhD,8,9,5207.09
31,m,9,PhD,8,8,5207.06
27,f,10,PhD,7,9,5206.99
28,f,12,PhD,8,9,5206.8
29,m,10,PhD,7,7,5206.59
24,f,11,PhD,8,9,5206.54
29,m,7,PhD,8,9,5206.54
27,m,11,Ma,8,7,5206.3
26,f,10,Ma,8,9,5206.11
26,f,13,Ma,8,8,5205.93
29,m,9,PhD,7,8,5205.61
31,m,8,Ma,8,8,5205.5
32,m,10,PhD,8,8,5205.11
28,f,9,PhD,8,7,5204.83
29,f,9,PhD,8,7,5204.59
27,m,10,Ma,8,9,5204.45
30,m,10,Ma,8,8,5204.4
30,f,11,Ma,7,9,5204.39
25,m,11,PhD,8,8,5204.32
28,m,9,PhD,7,8,5204.19
27,m,8,PhD,6,6,5204.16
28,m,8,PhD,9,8,5204.11
30,f,12,PhD,8,9,5203.98
26,f,10,PhD,8,9,5203.96
25,m,10,Ma,8,8,5203.91
28,f,10,Ma,7,9,5203.58
31,f,12,Ma,7,10,5203.52
28,f,9,Ma,7,8,5203.38
27,f,12,Ma,10,9,5203.32
25,f,10,Ma,8,7,5202.79
28,m,12,PhD,6,7,5202.73
29,f,10,PhD,9,9,5202.68
29,f,12,Ma,7,9,5202.49
21,m,9,PhD,7,10,5202.36
29,f,9,Ma,7,8,5202.03
30,m,12,PhD,8,8,5201.85
28,f,9,PhD,7,9,5201.59
27,m,7,Ma,7,9,5201.49
28,f,12,PhD,7,9,5201.48
33,f,8,PhD,9,8,5201.43
26,f,11,PhD,6,7,5201.27
27,f,11,Ma,8,6,5200.94
29,f,11,Ma,7,9,5200.84
27,f,11,PhD,9,9,5200.8
28,m,10,PhD,7,9,5200.78
28,f,7,PhD,8,9,5200.76
25,f,12,Ma,8,8,5200.57
28,f,13,PhD,7,7,5200.48
29,m,10,PhD,7,7,5200.19
31,f,11,PhD,9,9,5200.16
23,f,9,PhD,7,8,5199.96
31,m,11,PhD,7,8,5199.9
22,m,9,Ma,7,8,5199.87
24,f,10,PhD,7,7,5199.83
29,m,9,PhD,9,10,5199.79
29,f,10,PhD,7,10,5199.72
27,m,8,PhD,8,8,5199.68
29,m,10,Ma,8,8,5199.55
26,f,13,Ma,8,8,5199.01
29,m,9,PhD,7,9,5199.01
34,f,9,PhD,6,7,5198.99
28,m,9,PhD,7,9,5198.83
26,m,11,PhD,6,5,5198.57
27,f,11,Ma,8,7,5198.18
30,m,11,PhD,9,10,5197.97
30,m,11,PhD,8,9,5197.93
28,f,10,PhD,7,8,5197.92
30,m,9,PhD,6,7,5197.67
26,m,11,PhD,9,8,5197.59
25,f,10,Ma,7,10,5197.43
26,f,11,PhD,8,8,5197.31
27,m,10,PhD,7,10,5197.25
28,f,9,PhD,7,9,5197.22
27,f,8,PhD,8,9,5197.18
29,f,10,PhD,9,8,5196.67
25,m,10,PhD,7,6,5196.57
27,m,11,PhD,8,9,5196.42
28,m,12,PhD,7,10,5196.42
28,f,9,PhD,7,8,5196.39
31,f,8,Ma,7,10,5196.3
26,m,12,PhD,8,8,5196.26
26,m,11,Ma,8,10,5196.17
30,m,10,PhD,7,8,5196.05
26,m,12,PhD,7,10,5196.05
23,m,10,PhD,6,8,5195.64
31,f,12,PhD,7,9,5195.51
23,m,10,PhD,7,10,5195.37
27,m,11,PhD,7,10,5195.31
29,m,10,PhD,8,9,5195.15
23,f,9,PhD,8,8,5195.04
28,m,10,PhD,7,9,5195.03
28,f,8,PhD,8,8,5195.02
26,m,12,PhD,7,9,5194.67
27,f,8,PhD,8,8,5194.6
26,f,10,PhD,7,8,5194.53
31,m,11,Ma,6,7,5194.43
32,f,9,PhD,7,9,5194.36
28,f,12,PhD,8,9,5194.32
29,m,8,PhD,9,9,5194.06
28,f,11,PhD,8,10,5194.04
30,f,11,Ma,8,10,5193.92
28,f,9,PhD,7,8,5193.78
28,f,11,Ma,8,10,5193.77
28,m,8,PhD,8,7,5193.76
30,f,9,Ma,7,8,5193.74
27,f,10,Ma,7,8,5193.71
22,f,13,PhD,8,9,5193.66
28,m,11,PhD,7,8,5193.25
31,f,9,PhD,7,10,5193.14
29,f,11,PhD,9,9,5193.06
27,m,10,PhD,7,10,5192.63
27,f,12,Ma,6,8,5192.61
28,m,12,PhD,8,10,5192.33
24,m,13,PhD,8,8,5192.27
27,f,12,PhD,8,9,5191.95
26,f,12,PhD,9,8,5191.89
31,m,11,Ma,6,8,5191.87
25,f,11,PhD,6,8,5191.61
24,f,7,PhD,8,9,5191.31
26,m,9,PhD,9,8,5191.2
27,m,8,PhD,7,9,5191.13
24,m,10,PhD,8,9,5190.87
29,f,11,Ma,8,10,5190.84
28,f,9,Ma,7,9,5190.81
31,f,9,PhD,7,9,5190.78
26,f,13,Ma,7,7,5190.68
29,f,6,PhD,8,9,5190.6
30,m,12,PhD,8,9,5190.47
30,f,13,PhD,9,9,5190.34
27,f,8,PhD,9,9,5190.31
31,m,8,PhD,7,8,5190.2
33,m,8,Ma,6,7,5190.08
30,f,9,PhD,8,9,5189.91
31,m,11,PhD,6,8,5189.66
27,m,10,PhD,8,8,5189.52
26,m,8,PhD,7,7,5189.35
22,m,9,PhD,8,8,5189.28
24,f,9,PhD,8,8,5189.2
25,f,11,PhD,8,8,5188.92
28,m,10,PhD,8,8,5188.72
29,m,9,PhD,8,9,5188.67
28,m,11,Ma,7,8,5188.51
33,f,11,PhD,8,9,5188.46
26,f,12,Ma,7,8,5188.42
25,m,12,PhD,8,7,5188.3
31,m,10,Ma,7,9,5188.22
27,m,12,PhD,6,8,5187.71
24,f,13,PhD,9,10,5187.48
26,f,10,PhD,7,10,5187.46
33,f,9,PhD,7,8,5187.22
28,f,13,Ma,8,9,5187
27,m,8,PhD,7,8,5186.87
29,m,11,PhD,8,10,5186.68
29,m,10,Ma,7,8,5186.57
28,m,13,Ma,9,9,5186.22
25,f,11,PhD,8,9,5186.08
25,f,11,PhD,7,9,5185.87
27,m,11,Ma,7,10,5185.81
28,f,10,PhD,7,8,5185.8
25,f,13,PhD,7,9,5185.71
28,f,8,PhD,8,8,5185.38
26,f,11,Ma,7,8,5185.28
30,m,12,Ma,8,7,5185.09
27,f,9,PhD,9,8,5184.89
28,f,9,PhD,7,8,5184.82
28,f,10,Ma,6,7,5184.71
25,f,10,PhD,8,7,5184.67
26,f,12,Ma,8,9,5184.6
24,f,9,Ma,8,9,5184.54
27,m,11,PhD,8,8,5184.37
29,f,10,Ma,8,10,5184.32
30,m,11,Ma,9,8,5184.28
32,f,9,PhD,7,8,5184.23
24,m,8,Ma,7,8,5184.15
26,m,12,Ma,8,8,5184.1
34,f,10,PhD,9,8,5183.93
32,f,10,PhD,6,8,5183.54
28,f,9,PhD,8,9,5183.49
28,f,10,PhD,7,8,5183.46
32,m,10,PhD,6,8,5183.19
30,m,9,PhD,8,10,5183.02
29,m,12,PhD,7,8,5182.91
29,f,9,Ma,6,7,5182.86
28,m,10,PhD,6,8,5182.78
23,f,12,PhD,7,7,5182.73
30,f,8,PhD,9,8,5182.63
28,m,10,PhD,8,8,5182.22
28,m,10,Ma,9,7,5181.8
28,m,10,PhD,6,7,5181.46
28,m,12,Ma,7,7,5181.43
28,f,13,Ma,6,9,5181.36
29,f,13,Ma,8,9,5180.99
29,f,11,PhD,8,7,5180.83
26,f,11,Ma,6,7,5180.75
28,f,11,Ma,8,9,5180.7
27,m,11,PhD,7,10,5180.65
28,m,12,Ma,8,9,5180.5
26,m,9,Ma,7,8,5180.42
29,f,9,PhD,7,9,5180.41
27,f,9,Ma,8,9,5180.31
28,f,9,Ma,6,7,5180.26
27,f,11,Ma,7,9,5180.01
29,f,10,PhD,6,8,5179.88
25,m,9,PhD,8,9,5179.22
26,f,13,Ma,7,9,5178.96
26,f,9,Ma,7,8,5178.95
26,m,9,Ma,8,8,5178.73
30,f,12,PhD,7,10,5178.67
33,m,12,Ma,9,9,5178.65
27,m,10,Ma,7,7,5178.34
29,m,9,PhD,8,8,5178.23
29,f,11,PhD,7,9,5178.1
26,f,10,Ma,7,9,5178.06
25,f,11,PhD,8,8,5178
28,f,8,PhD,7,8,5177.7
25,m,8,Ma,8,8,5177.68
29,f,12,Ma,9,9,5177.56
28,f,10,PhD,8,9,5177.24
32,m,10,PhD,8,9,5177.06
26,f,9,PhD,8,9,5176.89
27,f,10,PhD,7,8,5176.72
