Age,Gender,Experience,Education,Interview Score,Test Score,Salary
29,m,12,PhD,8,8,4757.81
29,m,9,PhD,7,8,4757.62
27,m,12,Ma,6,7,4756.67
30,m,9,PhD,6,7,4756.28
26,m,11,PhD,9,8,4756.2
27,m,10,PhD,7,10,4755.86
25,m,8,PhD,9,9,4755.6
25,m,10,PhD,7,6,4755.18
28,m,12,PhD,7,10,4755.03
30,m,12,PhD,8,9,4754.98
26,m,12,PhD,8,8,4754.87
28,m,12,PhD,7,8,4754.32
29,m,13,PhD,8,9,4754.04
25,m,11,Ma,7,8,4754.01
23,m,10,PhD,7,10,4753.98
27,m,11,PhD,7,10,4753.92
28,m,11,PhD,8,9,4753.83
26,m,12,PhD,9,9,4753.76
29,m,10,PhD,8,9,4753.76
28,m,10,PhD,7,9,4753.64
26,m,12,PhD,7,9,4753.28
31,m,11,Ma,6,7,4753.04
28,m,8,PhD,8,7,4752.37
31,m,10,Ma,9,10,4752.08
30,m,10,Ma,8,7,4751.97
27,m,10,Ma,8,9,4751.7
25,m,7,PhD,7,7,4751.51
27,m,9,Ma,7,8,4751.27
29,f,12,PhD,7,8,4751.19
28,m,11,PhD,7,9,4751.08
25,m,10,Ma,7,9,4750.96
28,m,11,PhD,8,9,4750.62
29,m,9,Ma,8,9,4750.51
31,m,11,Ma,6,8,4750.48
27,m,9,PhD,9,10,4749.96
25,m,9,PhD,7,9,4749.89
26,m,9,PhD,9,8,4749.81
27,m,8,PhD,7,9,4749.74
33,m,8,Ma,6,7,4748.69
26,m,8,PhD,7,7,4747.96
22,m,9,PhD,8,8,4747.89
30,m,13,Ma,7,7,4747.65
30,m,9,PhD,7,9,4747.59
35,m,10,Ma,8,9,4747.3
29,m,9,PhD,8,9,4747.28
27,f,11,PhD,7,8,4747.24
28,m,11,Ma,7,8,4747.12
31,m,11,Ma,6,7,4747.04
25,m,12,PhD,8,7,4746.91
31,m,10,Ma,7,9,4746.83
27,f,11,PhD,8,10,4746.46
27,m,12,PhD,6,8,4746.32
28,m,10,PhD,7,9,4745.91
24,m,13,Ma,7,8,4745.49
27,m,8,PhD,7,8,4745.48
29,m,10,Ma,7,8,4745.18
27,m,11,Ma,7,10,4744.42
28,m,9,Ma,7,8,4744.15
23,m,7,PhD,7,10,4744.01
30,m,11,Ma,9,8,4742.89
25,f,11,PhD,6,7,4742.72
26,m,12,Ma,8,8,4742.71
30,m,10,PhD,8,7,4742.55
24,m,7,PhD,7,8,4742.29
30,m,9,PhD,8,10,4741.63
30,m,8,PhD,7,10,4741.61
31,m,11,Ma,8,8,4741.08
24,m,11,Ma,6,8,4741.02
28,m,10,PhD,8,8,4740.83
26,m,11,PhD,5,8,4740.59
29,m,13,PhD,8,8,4740.52
28,m,10,Ma,9,7,4740.41
25,m,8,Ma,7,7,4740.4
27,m,8,PhD,7,7,4740.25
28,m,12,Ma,7,7,4740.04
30,m,11,Ma,7,8,4739.33
28,m,12,Ma,8,9,4739.11
26,m,9,Ma,7,8,4739.03
28,m,10,Ma,7,7,4738.95
30,m,12,Ma,6,7,4738.62
30,m,10,PhD,7,9,4738.57
31,m,13,Ma,6,7,4738.47
25,m,9,PhD,8,9,4737.83
26,m,9,Ma,8,8,4737.34
23,m,10,PhD,8,10,4737.33
33,m,12,Ma,9,9,4737.26
29,m,12,PhD,6,8,4737.13
27,m,10,Ma,7,7,4736.95
29,m,9,PhD,8,8,4736.84
26,m,10,PhD,8,9,4736.43
27,m,8,PhD,7,7,4736.41
25,m,8,Ma,8,8,4736.29
30,m,11,Ma,9,9,4736.28
31,m,12,Ma,8,7,4736.27
27,m,11,Ma,7,9,4735.25
26,m,9,PhD,7,10,4735.03
26,m,10,Ma,8,8,4734.33
26,m,12,Ma,7,10,4733.92
30,m,9,PhD,8,8,4733.83
27,m,9,PhD,7,8,4733.56
33,m,11,Ma,7,7,4732.85
25,m,11,PhD,7,9,4732.85
31,m,13,Ma,8,8,4732.84
28,m,10,Ma,7,9,4732.62
27,m,10,Ma,7,8,4732.27
26,m,7,PhD,8,8,4731.93
28,m,10,Ma,9,9,4731.75
31,m,8,PhD,7,8,4731.62
33,m,10,PhD,8,8,4731.52
28,m,10,PhD,9,9,4730.9
25,m,9,Ma,8,8,4730.48
28,m,10,Ma,8,8,4730.38
26,m,7,PhD,8,10,4730.19
31,m,9,Ma,6,7,4730.01
28,m,11,Ma,7,9,4729.88
28,m,11,Ma,9,9,4729.67
30,m,9,PhD,8,8,4729.65
24,m,13,PhD,7,9,4729.49
27,m,9,PhD,8,7,4729.4
23,m,9,PhD,8,9,4729.09
24,m,9,PhD,8,9,4729.01
28,m,13,Ma,8,9,4729
29,m,11,PhD,9,10,4728.96
27,m,8,PhD,8,8,4728.95
25,m,6,PhD,8,9,4728.93
28,m,10,Ma,7,9,4728.47
22,m,9,Ma,7,8,4728.07
26,m,7,PhD,7,7,4728.03
28,m,12,Ma,7,8,4727.83
25,m,6,PhD,8,7,4727.73
25,m,12,Ma,7,7,4727.53
25,m,12,Ma,7,9,4727.21
31,m,11,PhD,5,8,4726.63
30,m,9,Ma,7,8,4726.55
27,m,10,PhD,8,8,4726.42
22,m,9,Ma,7,9,4726.24
28,m,7,PhD,8,9,4726.01
26,f,13,PhD,8,9,4725.82
27,m,10,Ma,8,8,4725.76
31,m,11,PhD,7,8,4725.76
32,m,11,PhD,6,8,4725.53
27,m,10,Ma,8,10,4725.07
29,m,9,PhD,8,9,4724.86
29,m,8,PhD,7,10,4724.7
23,m,8,Ma,7,9,4724.69
29,m,10,PhD,8,10,4724.36
23,m,9,PhD,7,10,4724.08
29,m,11,Ma,8,9,4723.89
29,m,10,Ma,7,9,4723.87
25,m,11,PhD,7,7,4723.77
25,m,10,Ma,7,9,4723.4
27,m,9,Ma,9,8,4722.99
30,m,10,Ma,9,9,4722.7
28,m,9,PhD,8,9,4722.64
28,m,10,PhD,8,8,4722.54
30,m,10,PhD,8,10,4721.95
28,m,10,Ma,8,9,4721.56
27,m,7,PhD,7,9,4721.29
25,m,9,PhD,7,6,4720.99
27,m,10,PhD,8,8,4720.77
30,m,11,PhD,8,9,4720.65
30,m,11,PhD,8,9,4720.59
30,m,10,PhD,8,7,4720.23
28,m,10,PhD,8,8,4719.76
28,m,10,Ma,7,9,4719.71
25,m,10,Ma,8,8,4719.09
25,m,8,PhD,8,8,4718.59
22,m,11,Ma,7,8,4718.51
29,m,8,PhD,7,10,4718.42
28,m,10,PhD,7,8,4718.13
24,m,9,PhD,9,9,4717.95
28,m,8,Ma,8,9,4717.83
27,m,12,Ma,8,8,4717.83
28,f,10,PhD,9,9,4717.17
30,f,10,PhD,7,8,4717.17
28,m,13,PhD,6,7,4717.11
23,m,9,PhD,7,8,4716.78
29,m,8,PhD,8,9,4716.55
28,m,12,Ma,8,8,4716.46
28,m,10,PhD,6,8,4716.3
25,m,10,Ma,7,7,4716.21
30,m,11,Ma,7,8,4716.15
25,m,8,PhD,6,9,4716.06
26,m,9,PhD,9,9,4715.58
24,m,11,Ma,7,10,4715.41
30,m,9,Ma,7,9,4715.14
28,m,9,Ma,7,7,4715.08
29,m,13,PhD,7,10,4714.81
28,m,9,Ma,7,9,4713.89
25,m,11,PhD,7,8,4713.72
31,m,5,PhD,9,9,4713.49
31,m,9,PhD,8,8,4713.46
32,m,8,PhD,7,9,4713.28
27,m,10,Ma,8,9,4712.96
25,m,8,Ma,8,8,4712.94
29,m,8,PhD,9,8,4712.75
32,m,9,PhD,8,8,4712.65
22,m,12,Ma,10,9,4712.63
27,m,11,PhD,7,8,4712.56
26,m,11,Ma,9,9,4712.28
26,m,10,Ma,8,9,4711.43
27,m,7,Ma,6,7,4711.32
28,m,11,PhD,8,10,4710.36
29,m,11,PhD,9,9,4709.8
25,m,8,PhD,6,7,4709.31
30,m,12,Ma,9,9,4709.26
25,m,12,Ma,9,8,4709.12
27,m,11,PhD,7,9,4709.08
22,m,10,PhD,6,8,4709.03
29,m,11,PhD,7,9,4708.96
27,m,10,PhD,6,6,4708.92
26,m,9,PhD,7,9,4708.89
24,m,8,Ma,8,9,4708.82
23,m,8,PhD,8,9,4708.16
29,m,10,PhD,6,7,4708.05
26,m,10,PhD,8,8,4708
29,m,11,Ma,8,9,4707.94
25,m,11,Ma,7,9,4707.92
32,m,6,PhD,8,8,4707.91
30,m,8,PhD,8,7,4707.79
25,m,12,PhD,8,9,4707.71
28,m,11,Ma,6,7,4707.46
24,m,11,Ma,7,7,4707.25
27,m,12,Ma,7,9,4707.09
31,m,10,PhD,7,9,4706.45
28,m,9,Ma,6,6,4706.4
31,m,9,PhD,7,9,4705.55
28,m,12,Ma,7,10,4705.33
31,m,11,Ma,6,7,4705.14
25,m,9,PhD,8,8,4704.84
25,m,10,PhD,7,9,4704.47
32,m,12,PhD,7,10,4704.3
27,m,9,PhD,8,10,4704.29
27,m,10,Ma,7,9,4704.25
33,m,10,PhD,7,9,4704.19
27,m,11,Ma,7,8,4703.97
25,m,9,PhD,8,8,4703.72
22,m,9,PhD,8,8,4703.55
24,m,8,PhD,7,9,4703.52
27,m,11,PhD,7,10,4703.16
28,m,11,Ma,7,9,4703.12
30,m,11,PhD,7,9,4703
30,m,11,Ma,7,9,4702.89
30,m,8,Ma,9,8,4702.76
30,m,10,PhD,8,9,4702.53
25,f,11,PhD,7,8,4702.28
23,m,9,Ma,6,7,4702.19
32,m,10,Ma,8,8,4702.15
30,m,9,Ma,7,9,4701.56
30,m,11,Ma,7,7,4701.48
29,m,11,Ma,8,7,4701.28
28,m,11,Ma,7,9,4701.01
28,m,11,Ma,7,8,4700.97
26,m,10,Ma,7,8,4700.92
24,m,6,Ma,7,10,4700.87
30,m,8,PhD,8,7,4700.6
30,m,11,PhD,9,9,4700.57
29,m,13,Ma,8,9,4700.37
24,m,11,Ma,6,7,4700.29
28,m,10,Ma,7,8,4700.23
29,m,9,PhD,7,7,4699.93
26,m,12,Ma,8,8,4699.71
30,m,7,PhD,7,7,4699.66
29,m,9,PhD,6,8,4699.56
26,m,9,Ma,7,9,4699.42
31,m,11,Ma,7,8,4699.29
28,m,14,Ma,8,8,4698.91
29,m,11,Ma,8,10,4698.73
29,m,10,PhD,8,10,4698.6
30,m,10,Ma,8,9,4698.47
27,m,10,Ma,7,9,4698.39
26,m,10,PhD,5,8,4698.09
28,m,12,Ma,8,8,4698.03
30,m,12,PhD,8,9,4697.63
28,m,10,Ma,8,7,4697.48
29,f,11,PhD,6,8,4696.87
28,m,10,PhD,8,9,4696.81
29,m,10,Ma,7,9,4696.62
31,m,11,Ma,6,7,4696.03
27,m,11,PhD,9,8,4695.94
29,m,10,Ma,6,8,4695.91
30,m,10,Ma,8,8,4695.84
27,m,12,PhD,7,9,4695.69
32,m,10,PhD,7,9,4695.39
25,m,9,PhD,6,7,4695.03
30,m,11,Ma,6,9,4694.93
30,m,11,Ma,7,10,4694.82
23,m,8,PhD,8,8,4694.7
28,m,10,Ma,8,8,4694.25
34,m,7,PhD,7,9,4694.16
29,m,9,Ma,8,7,4693.76
30,m,11,PhD,8,10,4693.65
31,m,10,PhD,7,8,4693.59
31,m,10,PhD,8,8,4692.94
28,m,11,PhD,9,8,4692.89
26,m,10,PhD,9,9,4692.72
28,m,10,Ma,9,9,4692.68
31,m,11,PhD,8,8,4692.53
24,m,13,Ma,8,7,4692.29
25,m,9,Ma,6,8,4692.17
27,m,10,Ma,7,8,4692.13
26,m,10,Ma,7,10,4692.04
29,m,10,Ma,7,8,4691.99
23,m,9,PhD,7,8,4691.79
25,f,14,PhD,7,9,4691.44
27,m,11,Ma,7,8,4691.33
25,m,9,Ma,8,9,4690.98
27,m,13,PhD,5,9,4690.82
29,m,13,PhD,6,8,4690.65
29,m,10,Ma,7,8,4690.63
27,m,9,Ma,8,7,4690.55
31,m,11,PhD,6,8,4690.54
30,m,11,PhD,7,8,4690.28
30,m,11,PhD,8,8,4690.22
27,m,6,PhD,8,9,4690.22
24,m,7,PhD,8,9,4690.11
25,m,11,Ma,7,8,4690.06
32,m,8,Ma,7,9,4689.66
29,m,9,Ma,7,10,4688.93
28,m,10,Ma,8,9,4688.78
24,m,10,Ma,8,8,4688.65
28,m,11,Ma,8,8,4688.63
26,m,8,PhD,5,7,4688.58
27,m,9,PhD,6,7,4688.5
28,m,8,PhD,8,8,4688.49
26,m,8,PhD,6,8,4688.27
28,m,12,Ma,7,8,4687.78
25,m,10,PhD,6,7,4687.74
23,m,8,Ma,10,9,4687.59
28,m,9,PhD,7,7,4687.32
26,m,9,Ma,8,8,4687.3
27,m,11,PhD,8,9,4686.93
31,m,12,PhD,9,9,4686.79
28,m,9,PhD,7,9,4686.56
29,m,12,Ma,7,7,4686.54
29,m,11,PhD,8,9,4685.98
27,m,10,PhD,9,9,4685.94
31,m,12,Ma,6,8,4685.86
34,m,12,Ma,8,9,4684.67
29,m,10,Ma,8,9,4684.64
28,m,11,PhD,8,8,4684.62
28,m,9,Ma,9,9,4684.34
26,m,10,PhD,8,8,4684.17
27,m,12,Ma,9,10,4684.13
31,m,10,PhD,7,8,4684.09
28,m,10,PhD,7,9,4683.95
24,m,9,PhD,8,10,4683.94
25,m,11,PhD,7,9,4683.76
30,m,8,PhD,7,7,4683.23
29,m,8,PhD,8,9,4682.8
25,m,11,PhD,7,7,4682.71
26,f,10,PhD,7,8,4682.6
22,m,9,PhD,8,10,4682.32
26,m,12,Ma,8,9,4682.31
31,m,9,PhD,8,9,4681.92
29,m,9,PhD,8,8,4681.84
23,m,11,Ma,6,9,4681.56
29,m,9,PhD,7,7,4680.87
24,m,12,Ma,7,8,4680.7
28,m,9,PhD,8,10,4680.58
27,m,8,PhD,8,8,4679.92
30,m,9,PhD,7,10,4679.61
28,m,9,Ma,7,8,4679.46
23,m,11,Ma,6,8,4679.16
32,m,9,Ma,8,9,4678.86
28,m,12,Ma,8,10,4678.43
29,m,10,PhD,7,8,4678.42
32,m,8,PhD,7,9,4678.28
34,m,9,PhD,5,8,4678.16
25,m,13,Ma,7,8,4677.88
28,m,10,PhD,10,8,4677.57
24,m,9,PhD,7,8,4677.35
26,m,9,PhD,6,6,4677.24
25,m,12,Ma,9,8,4677.22
29,m,12,Ma,6,9,4676.94
27,m,9,Ma,9,9,4676.91
26,m,11,Ma,7,9,4676.86
30,m,9,Ma,8,10,4676.54
24,m,10,PhD,9,8,4676.08
28,m,9,PhD,8,8,4675.55
32,m,8,PhD,8,8,4675.52
26,m,11,Ma,7,10,4674.88
29,m,9,Ma,7,9,4674.6
26,m,11,Ma,8,9,4674.47
29,m,10,Ma,8,9,4673.78
29,m,11,PhD,7,8,4673.74
30,m,10,Ma,6,9,4673.29
29,m,9,PhD,8,9,4673.17
31,m,10,Ma,8,9,4673.11
26,m,12,Ma,9,7,4672.84
24,m,12,Ma,7,8,4672.15
25,m,12,Ma,8,9,4671.88
30,m,10,Ma,7,10,4671.27
29,m,11,Ma,7,6,4671.26
27,m,11,Ma,6,7,4671.21
29,m,13,Ma,8,8,4670.88
23,m,8,PhD,7,8,4670.7
20,m,12,PhD,7,10,4670.6
27,m,11,Ma,8,8,4670.55
25,m,8,Ma,8,9,4669.92
29,m,10,PhD,6,8,4669.82
23,m,14,Ma,7,8,4669.64
28,m,8,PhD,7,8,4669.58
27,m,7,PhD,8,8,4669.5
24,f,11,PhD,8,8,4669.23
30,m,10,Ma,8,8,4669.08
30,m,7,PhD,7,10,4668.99
27,f,11,PhD,8,10,4668.52
25,m,8,PhD,7,9,4668.21
28,m,9,Ma,7,8,4667.95
29,m,8,PhD,8,9,4667.87
29,m,9,PhD,8,9,4667.74
26,m,8,Ma,8,8,4667.6
29,m,8,PhD,8,9,4666.75
29,m,12,Ma,9,9,4666.38
24,m,11,PhD,7,8,4666.27
28,m,12,Ma,8,10,4665.96
28,m,8,PhD,8,10,4665.84
24,m,12,PhD,7,7,4665.65
28,m,10,Ma,7,9,4665.27
26,m,11,Ma,7,9,4664.87
30,m,9,PhD,9,9,4664.85
27,m,10,PhD,8,8,4664.18
30,m,10,Ma,6,7,4664.05
28,m,10,Ma,8,9,4663.7
28,m,12,Ma,7,8,4663.61
32,m,11,PhD,8,9,4663.61
25,m,11,Ma,7,10,4663.27
27,m,9,Ma,8,9,4663.18
33,m,12,Ma,7,8,4663.16
25,m,11,Ma,8,9,4662.68
25,m,12,PhD,7,10,4662.61
27,m,11,PhD,7,7,4662.55
24,m,9,Ma,7,10,4662.26
27,m,9,PhD,7,9,4661.97
25,m,12,Ma,6,6,4661.64
29,m,10,PhD,8,9,4661.62
31,m,10,PhD,6,7,4661.61
28,m,8,PhD,6,6,4661.57
27,m,9,PhD,7,8,4661.47
23,m,10,Ma,9,7,4661.44
27,m,11,PhD,8,9,4661.34
30,m,5,PhD,7,9,4660.8
27,m,10,Ma,8,7,4660.61
25,m,10,PhD,8,9,4660.47
21,m,9,Ma,8,7,4660.44
27,m,9,PhD,9,7,4659.97
30,m,8,PhD,6,7,4659.78
27,m,10,PhD,7,8,4659.68
24,m,7,PhD,8,8,4659.39
25,m,9,PhD,9,10,4659.35
28,m,10,PhD,8,9,4659.21
27,m,8,PhD,8,9,4659
30,m,8,PhD,7,9,4658.99
30,m,7,Ma,8,8,4658.98
27,m,9,Ma,8,10,4658.88
22,m,10,Ma,8,9,4658.59
26,m,10,PhD,8,8,4658.59
27,m,9,Ma,6,8,4658.4
29,m,11,Ma,9,8,4658.21
31,m,10,Ma,8,9,4657.97
26,m,12,Ma,5,7,4657.97
31,m,10,Ma,8,8,4657.68
28,m,10,PhD,7,8,4657.58
25,m,8,Ma,9,9,4657.34
31,m,13,Ma,7,8,4656.95
30,m,9,PhD,8,9,4656.93
27,m,9,PhD,9,9,4656.83
26,m,12,Ma,7,10,4656.73
27,m,11,PhD,10,9,4656.72
33,m,7,PhD,7,9,4656.67
29,m,10,PhD,8,9,4656.47
31,m,9,PhD,8,8,4655.7
26,m,8,PhD,7,9,4655.63
24,m,11,Ma,7,9,4654.72
24,m,9,PhD,8,7,4654.57
28,m,10,PhD,8,10,4654.09
31,m,11,PhD,8,9,4653.83
29,m,12,Ma,7,8,4653.7
26,m,12,PhD,7,10,4653.54
30,m,8,PhD,6,7,4653.36
31,m,13,Ma,7,8,4652.78
29,m,8,Ma,8,9,4652.6
31,m,12,Ma,9,7,4652.49
27,m,10,PhD,6,7,4652.27
30,m,11,Ma,7,7,4652.26
28,m,7,PhD,7,9,4652.05
32,m,11,Ma,7,7,4652.04
29,m,10,Ma,8,10,4651.96
27,m,11,Ma,7,8,4651.93
29,m,10,Ma,9,7,4651.82
29,m,12,PhD,8,9,4651.66
27,m,11,PhD,8,8,4651.56
27,m,10,Ma,9,10,4651.36
28,m,6,Ma,8,8,4651.34
26,m,11,Ma,9,7,4651.29
26,m,8,PhD,8,6,4651.25
24,m,10,Ma,7,9,4651.14
26,m,11,Ma,7,9,4651.08
32,m,7,PhD,9,8,4650.75
28,m,9,Ma,6,7,4650.24
23,m,9,Ma,6,9,4650.13
31,m,12,Ma,7,9,4649.94
25,m,8,PhD,7,8,4649.93
31,m,9,Ma,8,8,4649.89
27,m,7,PhD,8,7,4649.4
29,m,10,PhD,6,8,4649.27
28,m,11,Ma,7,8,4649.2
30,m,9,Ma,8,8,4649.15
31,m,13,Ma,7,8,4648.95
28,m,9,Ma,9,8,4648.75
24,m,11,Ma,7,9,4648.4
25,m,10,PhD,8,9,4648.14
27,m,10,Ma,8,9,4648.01
30,m,12,Ma,8,8,4647.93
27,m,7,Ma,7,8,4647.85
27,m,8,Ma,8,8,4647.62
24,m,8,PhD,7,9,4647.57
26,m,12,PhD,7,8,4647.48
27,m,7,PhD,7,7,4646.26
29,m,12,Ma,8,8,4645.36
25,m,14,Ma,9,8,4645.34
26,m,9,Ma,8,9,4645.32
31,m,10,Ma,8,9,4645.25
24,m,9,Ma,6,8,4645.05
25,m,8,PhD,7,10,4644.81
27,m,10,Ma,8,8,4644.26
23,m,9,Ma,7,8,4643.47
25,m,13,PhD,6,8,4643.45
27,m,11,Ma,7,9,4643.1
28,m,8,Ma,7,6,4643.03
24,m,11,PhD,7,9,4642.8
28,m,9,PhD,7,8,4642.68
24,m,11,Ma,6,7,4642.51
28,m,9,PhD,7,8,4642.18
30,m,12,Ma,9,9,4641.87
26,m,9,Ma,8,8,4641.87
23,m,11,PhD,9,8,4641.77
26,m,9,PhD,9,8,4641.69
22,m,10,Ma,6,6,4641.67
26,m,12,Ma,6,7,4641.65
29,m,10,PhD,9,8,4641.58
29,m,10,PhD,8,10,4641.39
25,m,11,PhD,8,9,4641.34
28,m,8,Ma,8,9,4641.24
24,m,9,Ma,8,9,4640.67
28,m,9,Ma,7,9,4640.67
28,m,13,Ma,7,6,4640.33
25,m,12,PhD,6,8,4640.25
25,m,13,Ma,7,8,4639.88
29,m,15,PhD,9,9,4639.75
28,m,13,Ma,7,8,4639.56
24,m,10,PhD,6,9,4639.5
27,m,12,Ma,7,9,4639.22
27,m,13,Ma,8,9,4638.87
26,m,11,Ma,8,8,4638.68
27,m,10,PhD,7,8,4638.66
29,m,10,Ma,8,10,4638.6
31,f,12,PhD,6,8,4638.52
30,m,11,Ma,8,9,4638.36
25,m,11,PhD,6,7,4638.28
30,m,8,PhD,8,10,4637.99
26,m,10,PhD,7,8,4637.74
29,m,13,Ma,7,9,4637.46
28,m,9,PhD,9,7,4637.34
29,m,10,PhD,8,7,4637.2
22,m,8,PhD,6,8,4637.09
23,m,10,Ma,6,8,4636.55
26,m,10,Ma,7,8,4636.52
27,m,13,PhD,8,8,4636.37
27,m,8,PhD,8,8,4636.2
29,m,11,Ma,8,8,4636.19
26,m,9,Ma,8,7,4635.66
27,m,9,PhD,7,8,4635.62
27,m,12,Ma,7,9,4635.48
30,m,9,PhD,9,10,4634.31
26,m,11,Ma,8,9,4633.94
26,m,10,PhD,8,7,4633.83
26,m,9,PhD,8,7,4633.81
23,m,10,Ma,6,8,4633.55
27,m,10,Ma,9,7,4633.54
26,m,9,Ma,8,10,4633.5
26,m,9,Ma,7,7,4633.1
29,m,12,Ma,7,9,4633.09
24,m,11,Ma,9,9,4632.83
31,m,11,Ma,7,8,4632.67
33,m,12,Ma,9,8,4632.3
29,m,8,Ma,8,9,4632.04
31,m,12,Ma,8,9,4632.03
31,m,12,Ma,6,8,4631.98
31,m,10,Ma,7,8,4631.67
21,m,9,Ma,8,7,4631.47
29,f,12,PhD,7,8,4631.09
29,m,12,Ma,8,9,4630.97
25,m,9,PhD,7,9,4630.75
26,m,11,Ma,9,10,4630.74
30,m,11,Ma,9,7,4630.67
30,m,12,Ma,6,7,4630.44
29,m,11,Ma,6,8,4630.28
27,m,9,Ma,8,8,4629.98
30,m,10,PhD,9,9,4629.61
29,m,10,PhD,7,8,4629.1
28,m,7,PhD,7,9,4629
25,m,9,PhD,8,8,4628.83
27,m,11,Ma,7,7,4628.75
33,m,8,PhD,8,7,4628.54
25,m,11,Ma,9,9,4628.36
26,m,10,PhD,7,10,4628.33
30,m,10,PhD,8,8,4628.14
27,m,7,PhD,7,9,4627.87
31,m,10,Ma,8,9,4627.78
24,m,10,Ma,8,9,4627.13
25,m,10,Ma,7,9,4626.9
27,m,10,PhD,8,8,4626.89
33,m,11,Ma,8,9,4626.68
29,m,10,Ma,8,9,4626.59
30,m,8,PhD,9,7,4626.12
31,m,9,Ma,8,8,4625.79
26,m,9,Ma,8,9,4625.73
29,m,9,Ma,8,9,4625.27
27,m,11,PhD,8,8,4624.97
25,m,6,PhD,7,9,4624.92
31,m,10,Ma,7,9,4623.77
27,m,10,Ma,8,8,4623.47
31,m,9,PhD,9,9,4623.15
26,m,7,PhD,7,8,4623.01
25,m,11,PhD,7,8,4622.93
29,m,10,Ma,7,8,4622.26
29,f,12,PhD,7,9,4621.67
23,m,10,Ma,8,8,4620.57
30,m,11,Ma,7,9,4620.28
26,m,13,Ma,7,8,4620.01
26,m,11,Ma,7,8,4619.94
29,m,9,Ma,7,10,4619.61
28,m,9,PhD,8,9,4619.4
30,m,10,PhD,10,10,4619.39
28,m,12,PhD,7,9,4619.3
26,m,11,PhD,7,9,4619.07
27,m,10,PhD,8,9,4618.77
31,m,9,Ma,7,8,4618.76
30,f,12,PhD,7,7,4618.44
26,m,10,Ma,7,6,4618.28
23,m,9,PhD,7,8,4618.17
24,m,10,PhD,9,8,4617.98
25,m,12,PhD,9,9,4617.86
27,m,8,Ma,8,9,4617.49
30,m,11,Ma,7,8,4617.45
29,m,10,Ma,7,9,4617.32
26,m,8,PhD,9,9,4617.17
32,m,9,PhD,7,9,4617.16
25,m,12,Ma,7,9,4616.77
26,m,8,PhD,7,9,4616.38
27,m,11,PhD,8,8,4616.32
27,m,10,Ma,7,9,4616.29
28,m,10,PhD,8,10,4616.07
28,m,13,Ma,6,6,4615.95
24,m,12,Ma,6,7,4615.86
30,m,9,Ma,8,8,4615.82
28,m,10,Ma,7,9,4615.5
30,m,12,PhD,8,7,4615.26
30,m,9,Ma,7,9,4615.25
30,m,8,PhD,8,10,4615.2
25,m,11,PhD,9,9,4614.75
24,m,7,PhD,7,9,4614.69
27,m,9,Ma,7,8,4614.61
25,m,9,Ma,8,7,4613.88
30,m,9,PhD,7,9,4613.6
26,m,9,Ma,8,8,4613.54
29,f,12,PhD,8,8,4613.53
31,m,10,PhD,8,8,4613.09
30,m,9,Ma,7,9,4612.56
22,m,11,PhD,9,9,4612.49
27,m,11,PhD,6,7,4612.23
24,m,8,Ma,8,9,4612.14
29,m,10,PhD,8,8,4612.08
29,m,11,Ma,8,10,4611.98
28,m,12,Ma,8,9,4611.96
29,m,12,Ma,7,9,4611.57
24,f,11,PhD,6,6,4611.47
32,m,11,PhD,9,10,4611.38
29,m,10,PhD,8,9,4610.95
30,m,9,PhD,7,7,4610.8
28,m,12,Ma,7,8,4610.68
28,m,12,Ma,9,8,4610.65
27,m,10,PhD,7,7,4610.44
26,m,13,Ma,9,8,4610.41
30,m,8,Ma,7,9,4610.24
26,f,13,PhD,7,9,4609.88
28,m,9,Ma,9,8,4609.81
28,m,11,PhD,9,9,4609.71
27,m,12,Ma,8,10,4609.46
29,m,10,Ma,8,8,4609.22
26,m,10,Ma,9,7,4609.22
29,m,12,PhD,7,8,4608.74
25,m,9,Ma,6,7,4608.4
27,m,9,PhD,7,10,4608.37
27,m,12,Ma,6,7,4608.26
24,m,9,Ma,7,8,4608.15
33,m,10,Ma,7,9,4608.06
28,m,9,PhD,7,9,4608.04
32,m,9,Ma,8,9,4607.69
25,m,12,PhD,7,8,4607.14
30,m,9,Ma,8,9,4607.04
26,m,12,Ma,6,7,4606.94
27,m,9,PhD,8,8,4606.82
33,m,7,PhD,10,9,4606.55
27,m,10,Ma,7,8,4606.47
30,m,10,Ma,8,9,4606
29,m,9,Ma,7,8,4605.2
26,m,10,Ma,8,8,4605.19
24,m,8,PhD,7,10,4604.54
32,m,10,PhD,8,8,4604.27
24,m,10,PhD,6,7,4604.22
31,m,8,Ma,9,9,4604.17
30,m,10,PhD,7,9,4604.1
28,m,11,Ma,8,9,4603.96
35,m,11,PhD,9,8,4603.92
31,m,10,Ma,8,10,4603.91
28,m,8,PhD,7,9,4603.78
27,m,9,PhD,6,9,4603.38
29,m,13,PhD,8,10,4603.12
27,m,9,Ma,7,7,4602.83
27,m,10,Ma,8,9,4602.77
26,m,6,PhD,7,7,4602.77
30,m,11,Ma,7,9,4602.69
32,m,11,Ma,7,7,4602.64
32,m,9,Ma,8,10,4601.41
29,m,13,Ma,6,7,4601.3
26,m,11,Ma,8,9,4601.01
27,m,10,Ma,8,9,4600.97
24,m,12,Ma,7,8,4600.92
26,m,9,Ma,7,7,4600.68
29,m,11,PhD,8,9,4600.54
23,m,8,PhD,7,8,4600.38
29,m,12,Ma,8,10,4600.24
